locus,Site,raw_count,adj_count,raw_prop,adj_prop,raw_sum,adj_sum,Start,End,cases,numClusters,Country,Study,Region
KL23,BABC,1,1,0.0769230769230769,0.1,13,10,2016,2017,17,14,Bangladesh,BARNARDS,Southern Asia
KL25,BABC,1,1,0.0769230769230769,0.1,13,10,2016,2017,17,14,Bangladesh,BARNARDS,Southern Asia
KL55,BABC,1,1,0.0769230769230769,0.1,13,10,2016,2017,17,14,Bangladesh,BARNARDS,Southern Asia
KL64,BABC,4,1,0.307692307692308,0.1,13,10,2016,2017,17,14,Bangladesh,BARNARDS,Southern Asia
KL17,BABC,1,1,0.0769230769230769,0.1,13,10,2016,2017,17,14,Bangladesh,BARNARDS,Southern Asia
KL54,BAES,1,1,0.010989010989011,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL62,BAES,2,1,0.021978021978022,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL106,BAES,1,1,0.010989010989011,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL30,BAES,1,1,0.010989010989011,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL2,BAES,1,1,0.010989010989011,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL112,BAES,1,1,0.010989010989011,0.05,91,20,2017,2017,94,20,Ethiopia,BARNARDS,Eastern Africa
KL48,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL25,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL122,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL39,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL23,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL108,BANN,1,1,0.0303030303030303,0.0416666666666667,33,24,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL18,BAPP,1,1,0.0333333333333333,0.05,30,20,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL24,BAPP,1,1,0.0333333333333333,0.05,30,20,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL31,BAPP,1,1,0.0333333333333333,0.05,30,20,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL64,BAPP,1,1,0.0333333333333333,0.05,30,20,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL14,BAPP,1,1,0.0333333333333333,0.05,30,20,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL25,BARK,1,1,0.0714285714285714,0.0909090909090909,14,11,2016,2017,15,11,Rwanda,BARNARDS,Eastern Africa
KL122,BARK,1,1,0.0714285714285714,0.0909090909090909,14,11,2016,2017,15,11,Rwanda,BARNARDS,Eastern Africa
KL151,SPINZ_Lusaka,1,1,0.00350877192982456,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL39,SPINZ_Lusaka,5,1,0.0175438596491228,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL2,SPINZ_Lusaka,1,1,0.00350877192982456,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL14,SPINZ_Lusaka,1,1,0.00350877192982456,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL127,SPINZ_Lusaka,9,1,0.0315789473684211,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL67,SPINZ_Lusaka,1,1,0.00350877192982456,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL54,SPINZ_Lusaka,3,1,0.0105263157894737,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL24,SPINZ_Lusaka,1,1,0.00350877192982456,0.0333333333333333,285,30,2015,2017,286,26,Zambia,SPINZ,Eastern Africa
KL62,HOSPITAL 1,2,1,0.0444444444444444,0.0384615384615385,45,26,2019,2020,50,31,South Africa,GBS,Southern Africa
KL16,HOSPITAL 1,1,1,0.0222222222222222,0.0384615384615385,45,26,2019,2020,50,31,South Africa,GBS,Southern Africa
KL112,HOSPITAL 1,1,1,0.0222222222222222,0.0384615384615385,45,26,2019,2020,50,31,South Africa,GBS,Southern Africa
KL30,HOSPITAL 1,1,1,0.0222222222222222,0.0384615384615385,45,26,2019,2020,50,31,South Africa,GBS,Southern Africa
KL112,JIPMER,3,1,0.0810810810810811,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL158,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL52,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL136,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL36,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL62,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL12,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL30,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL62,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL64,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL47,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL127,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL38,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL125,KEM-MUMBAI,2,1,0.0952380952380952,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL20,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL25,KEM-MUMBAI,1,1,0.0476190476190476,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL2,KEM-MUMBAI,2,1,0.0952380952380952,0.0588235294117647,21,17,2019,2020,22,18,India,NeoOBS,Southern Asia
KL23,JIPMER,1,1,0.027027027027027,0.05,37,20,2019,2020,42,24,India,NeoOBS,Southern Asia
KL27,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL143,Kilifi,2,1,0.0137931034482759,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL24,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL122,Kiambu sub-County Hospital,2,1,0.0465116279069767,0.166666666666667,43,6,2021,2022,46,6,Kenya,NeoBAC,Eastern Africa
KL64,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL54,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL139,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL20,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL157,Kiambu sub-County Hospital,26,1,0.604651162790698,0.166666666666667,43,6,2021,2022,46,6,Kenya,NeoBAC,Eastern Africa
KL30,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL46,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL62,Mbagathi,1,1,0.05,0.111111111111111,20,9,2021,2022,20,9,Kenya,NeoBAC,Eastern Africa
KL106,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL151,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL104,Kilifi,5,1,0.0344827586206897,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL49,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL110,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL19,Kilifi,4,1,0.0275862068965517,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL28,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL38,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL47,Kilifi,1,1,0.00689655172413793,0.0112359550561798,145,89,2013,2023,168,112,Kenya,Kilifi,Eastern Africa
KL144,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL2,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL36,AKU_Karachi,2,1,0.0625,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL14,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL105,AKU_Karachi,2,1,0.0625,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL19,AKU_Karachi,2,1,0.0625,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL54,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL52,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL114,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL10,AKU_Hyderabaad,1,1,0.0769230769230769,0.142857142857143,13,7,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL155,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL64,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL17,AKU_Hyderabaad,1,1,0.0769230769230769,0.142857142857143,13,7,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL24,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL64,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL48,AKU_Hyderabaad,1,1,0.0769230769230769,0.142857142857143,13,7,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL10,AKU_Quetta,2,1,0.2,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL81,AKU_Karachi,2,1,0.0625,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL109,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL146,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL36,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL112,AKU_Karachi,1,1,0.03125,0.0357142857142857,32,28,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL112,AIDH2,1,1,0.0303030303030303,0.0909090909090909,33,11,2019,2022,34,12,India,AIIMS,Southern Asia
KL145,AIDH2,6,1,0.181818181818182,0.0909090909090909,33,11,2019,2022,34,12,India,AIIMS,Southern Asia
KL15,AIDH2,6,1,0.181818181818182,0.0909090909090909,33,11,2019,2022,34,12,India,AIIMS,Southern Asia
KL19,MBKorle Bu Hospital,1,1,0.0454545454545455,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL17,MBKorle Bu Hospital,5,1,0.227272727272727,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL18,MBKorle Bu Hospital,1,1,0.0454545454545455,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL39,MBKorle Bu Hospital,1,1,0.0454545454545455,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL122,MBKorle Bu Hospital,1,1,0.0454545454545455,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL62,MBKorle Bu Hospital,2,1,0.0909090909090909,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL10,MBKorle Bu Hospital,1,1,0.0454545454545455,0.0769230769230769,22,13,2020,2021,26,17,Ghana,MBIRA,Western Africa
KL110,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL20,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL179,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL55,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL35,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL23,MBUniversity Teaching Hospital,2,1,0.111111111111111,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL25,MBUniversity Teaching Hospital,1,1,0.0555555555555556,0.0833333333333333,18,12,2021,2021,19,13,Zambia,MBIRA,Eastern Africa
KL24,MBHiwot Fa Hospital,1,1,0.04,0.125,25,8,2021,2021,30,13,Ethiopia,MBIRA,Eastern Africa
KL149,MBHiwot Fa Hospital,1,1,0.04,0.125,25,8,2021,2021,30,13,Ethiopia,MBIRA,Eastern Africa
KL39,MBHiwot Fa Hospital,1,1,0.04,0.125,25,8,2021,2021,30,13,Ethiopia,MBIRA,Eastern Africa
KL52,MBHiwot Fa Hospital,1,1,0.04,0.125,25,8,2021,2021,30,13,Ethiopia,MBIRA,Eastern Africa
KL102,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL30,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL39,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL38,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL19,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL20,MBQueen Elizabeth Central Hospital,1,1,0.0476190476190476,0.0588235294117647,21,17,2020,2021,22,18,Malawi,MBIRA,Eastern Africa
KL54,MBKilimanjaro Christian Medical Centre,1,1,0.0175438596491228,0.142857142857143,57,7,2021,2021,57,7,Tanzania,MBIRA,Eastern Africa
KL17,MBKilimanjaro Christian Medical Centre,1,1,0.0175438596491228,0.142857142857143,57,7,2021,2021,57,7,Tanzania,MBIRA,Eastern Africa
KL102,MBKilimanjaro Christian Medical Centre,1,1,0.0175438596491228,0.142857142857143,57,7,2021,2021,57,7,Tanzania,MBIRA,Eastern Africa
KL62,MBKilimanjaro Christian Medical Centre,1,1,0.0175438596491228,0.142857142857143,57,7,2021,2021,57,7,Tanzania,MBIRA,Eastern Africa
