locus,Site,raw_count,adj_count,raw_prop,adj_prop,raw_sum,adj_sum,Country,Region
O2afg.v2,Kilifi,25,17,0.378787878787879,0.333333333333333,66,51,Kenya,Eastern Africa
O1.v1,Kilifi,15,12,0.227272727272727,0.235294117647059,66,51,Kenya,Eastern Africa
O2afg.v2,SPINZ_Lusaka,86,7,0.895833333333333,0.538461538461538,96,13,Zambia,Eastern Africa
O1.v2,MBQueen Elizabeth Central Hospital,6,6,0.75,0.75,8,8,Malawi,Eastern Africa
O1.v2,BAES,8,5,0.615384615384615,0.555555555555556,13,9,Ethiopia,Eastern Africa
O1.v2,BANN,5,5,0.294117647058824,0.357142857142857,17,14,Nigeria,Western Africa
O1.v2,Kilifi,7,5,0.106060606060606,0.0980392156862745,66,51,Kenya,Eastern Africa
O1.v2,BGHOSPITAL 1,4,4,0.285714285714286,0.571428571428571,14,7,South Africa,Southern Africa
O1.v1,BANN,5,4,0.294117647058824,0.285714285714286,17,14,Nigeria,Western Africa
O1.v1,BAPP,4,4,0.8,0.8,5,5,Pakistan,Southern Asia
O2afg.v2,HOSPITAL 1,6,4,0.285714285714286,0.285714285714286,21,14,South Africa,Southern Africa
O5,HOSPITAL 1,6,4,0.285714285714286,0.285714285714286,21,14,South Africa,Southern Africa
O1.v2,HOSPITAL 1,7,4,0.333333333333333,0.285714285714286,21,14,South Africa,Southern Africa
O3b,Kilifi,4,4,0.0606060606060606,0.0784313725490196,66,51,Kenya,Eastern Africa
O1.v1,Mbagathi,5,4,0.714285714285714,0.666666666666667,7,6,Kenya,Eastern Africa
O4,Kilifi,4,4,0.0606060606060606,0.0784313725490196,66,51,Kenya,Eastern Africa
O5,Kilifi,6,4,0.0909090909090909,0.0784313725490196,66,51,Kenya,Eastern Africa
O1.v2,MBKorle Bu Hospital,4,4,0.285714285714286,0.4,14,10,Ghana,Western Africa
O2afg.v2,BAES,4,3,0.307692307692308,0.333333333333333,13,9,Ethiopia,Eastern Africa
O2a.v1,Kilifi,3,3,0.0454545454545455,0.0588235294117647,66,51,Kenya,Eastern Africa
O1.v2,MBKilimanjaro Christian Medical Centre,21,3,1,1,21,3,Tanzania,Eastern Africa
O2afg.v2,BGHOSPITAL 5,5,2,0.833333333333333,0.666666666666667,6,3,South Africa,Southern Africa
O5,BGHOSPITAL 6,2,2,0.5,0.5,4,4,South Africa,Southern Africa
O1.v2,BGHOSPITAL 3,2,2,0.5,0.5,4,4,South Africa,Southern Africa
O2afg.v2,BANN,2,2,0.117647058823529,0.142857142857143,17,14,Nigeria,Western Africa
O2a.v1,BANN,4,2,0.235294117647059,0.142857142857143,17,14,Nigeria,Western Africa
O1.v1,BAZAT,2,2,0.5,0.5,4,4,South Africa,Southern Africa
O1.v2,SPINZ_Lusaka,4,2,0.0416666666666667,0.153846153846154,96,13,Zambia,Eastern Africa
O2a.v1,SPINZ_Lusaka,2,2,0.0208333333333333,0.153846153846154,96,13,Zambia,Eastern Africa
O1.v1,HOSPITAL 1,2,2,0.0952380952380952,0.142857142857143,21,14,South Africa,Southern Africa
O1.v2,Mbagathi,2,2,0.285714285714286,0.333333333333333,7,6,Kenya,Eastern Africa
O1.v2,AIDH2,4,2,0.25,0.25,16,8,India,Southern Asia
O1.v2,MBTygerberg Hospital,2,2,1,1,2,2,South Africa,Southern Africa
O2afg.v2,MBKorle Bu Hospital,2,2,0.142857142857143,0.2,14,10,Ghana,Western Africa
O3/O3a,BGHOSPITAL 4,1,1,0.2,0.25,5,4,South Africa,Southern Africa
