Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
KPS_0490,CHRF148,CHRF148,CHRF148,CHRF148,CHRF148,CHRF256,CHRF232,CHRF221,CHRF173,CHRF148,CHRF141,CHRF137,CHRF136,CHRF129
KPS_0449,CHRF175,CHRF175,CHRF175,CHRF175,CHRF175,CHRF234,CHRF216,CHRF205,CHRF188,CHRF175,CHRF167,CHRF161,CHRF160,CHRF152
KPS_0452,CHRF176,CHRF176,CHRF176,CHRF176,CHRF176,CHRF236,CHRF218,CHRF207,CHRF190,CHRF176,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0451,CHRF177,CHRF177,CHRF177,CHRF177,CHRF177,CHRF237,CHRF219,CHRF208,CHRF191,CHRF177,CHRF168,CHRF162,CHRF161,CHRF153
KPS_0453,CHRF178,CHRF178,CHRF178,CHRF178,CHRF178,CHRF238,CHRF220,CHRF209,CHRF192,CHRF178,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0454,CHRF179,CHRF179,CHRF179,CHRF179,CHRF179,CHRF239,CHRF221,CHRF210,CHRF193,CHRF179,CHRF168,CHRF162,CHRF161,CHRF153
KPS_0464,CHRF179,CHRF179,CHRF179,CHRF179,CHRF179,CHRF239,CHRF221,CHRF210,CHRF193,CHRF179,CHRF168,CHRF162,CHRF161,CHRF153
KPS_0456,CHRF180,CHRF180,CHRF180,CHRF180,CHRF180,CHRF241,CHRF222,CHRF211,CHRF194,CHRF180,CHRF169,CHRF163,CHRF162,CHRF154
KPS_0461,CHRF181,CHRF181,CHRF181,CHRF181,CHRF181,CHRF243,CHRF223,CHRF212,CHRF195,CHRF181,CHRF170,CHRF164,CHRF163,CHRF155
KPS_0466,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF244,CHRF224,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0540,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF269,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0548,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF270,CHRF241,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0553,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF273,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0555,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0564,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF272,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0470,CHRF183,CHRF183,CHRF183,CHRF183,CHRF183,CHRF247,CHRF226,CHRF215,CHRF197,CHRF183,CHRF171,CHRF165,CHRF164,CHRF156
KPS_0474,CHRF184,CHRF184,CHRF184,CHRF184,CHRF184,CHRF248,CHRF227,CHRF216,CHRF198,CHRF184,CHRF172,CHRF166,CHRF165,CHRF157
KPS_0475,CHRF185,CHRF185,CHRF185,CHRF185,CHRF185,CHRF249,CHRF228,CHRF217,CHRF199,CHRF185,CHRF173,CHRF167,CHRF166,CHRF158
KPS_0483,CHRF186,CHRF186,CHRF186,CHRF186,CHRF186,CHRF254,CHRF230,CHRF219,CHRF200,CHRF186,CHRF174,CHRF168,CHRF167,CHRF159
KPS_0543,CHRF186,CHRF186,CHRF186,CHRF186,CHRF186,CHRF254,CHRF230,CHRF219,CHRF200,CHRF186,CHRF174,CHRF168,CHRF167,CHRF159
KPS_0487,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0497,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0498,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0499,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0500,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0501,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0502,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0504,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0506,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0507,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0509,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0510,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0511,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0513,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0514,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0516,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0517,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0519,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0520,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0523,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF262,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0527,CHRF187,CHRF187,CHRF187,CHRF187,CHRF187,CHRF255,CHRF231,CHRF220,CHRF201,CHRF187,CHRF175,CHRF169,CHRF168,CHRF160
KPS_0503,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF257,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0530,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0532,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0534,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0535,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0536,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0539,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0541,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0542,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0544,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0546,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0549,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0552,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0556,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0559,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0565,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF266,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0566,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF279,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0512,CHRF188,CHRF188,CHRF188,CHRF188,CHRF188,CHRF258,CHRF234,CHRF222,CHRF202,CHRF188,CHRF164,CHRF158,CHRF157,CHRF149
KPS_0515,CHRF189,CHRF189,CHRF189,CHRF189,CHRF189,CHRF259,CHRF235,CHRF223,CHRF203,CHRF189,CHRF176,CHRF170,CHRF169,CHRF161
KPS_0533,CHRF189,CHRF189,CHRF189,CHRF189,CHRF189,CHRF267,CHRF235,CHRF223,CHRF203,CHRF189,CHRF176,CHRF170,CHRF169,CHRF161
KPS_0518,CHRF190,CHRF190,CHRF190,CHRF190,CHRF190,CHRF260,CHRF236,CHRF224,CHRF204,CHRF190,CHRF177,CHRF171,CHRF170,CHRF162
KPS_0521,CHRF191,CHRF191,CHRF191,CHRF191,CHRF191,CHRF261,CHRF237,CHRF225,CHRF205,CHRF191,CHRF178,CHRF172,CHRF171,CHRF163
KPS_0524,CHRF192,CHRF192,CHRF192,CHRF192,CHRF192,CHRF263,CHRF238,CHRF226,CHRF206,CHRF192,CHRF179,CHRF173,CHRF172,CHRF164
KPS_0525,CHRF193,CHRF193,CHRF193,CHRF193,CHRF193,CHRF264,CHRF239,CHRF227,CHRF207,CHRF193,CHRF180,CHRF174,CHRF173,CHRF165
KPS_0526,CHRF193,CHRF193,CHRF193,CHRF193,CHRF193,CHRF265,CHRF239,CHRF227,CHRF207,CHRF193,CHRF180,CHRF174,CHRF173,CHRF165
KPS_0528,CHRF193,CHRF193,CHRF193,CHRF193,CHRF193,CHRF265,CHRF239,CHRF227,CHRF207,CHRF193,CHRF180,CHRF174,CHRF173,CHRF165
KPS_0529,CHRF193,CHRF193,CHRF193,CHRF193,CHRF193,CHRF265,CHRF239,CHRF227,CHRF207,CHRF193,CHRF180,CHRF174,CHRF173,CHRF165
KPS_0538,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF268,CHRF240,CHRF228,CHRF208,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0550,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF272,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0551,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF271,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0561,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF277,CHRF245,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
KPS_0562,CHRF182,CHRF182,CHRF182,CHRF182,CHRF182,CHRF278,CHRF233,CHRF213,CHRF196,CHRF182,CHRF158,CHRF152,CHRF151,CHRF144
ERR4920372,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1,BA1
ERR4920373,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2,BA2
ERR4920374,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3,BA3
ERR4920375,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4,BA4
ERR4920376,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5,BA5
ERR4920377,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6,BA6
ERR4920378,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7,BA7
ERR4920379,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8,BA8
ERR4920380,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9,BA9
ERR4920381,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10,BA10
ERR4920382,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11
ERR4920383,BA11,BA12,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11,BA11
ERR4920386,BA11,BA15,BA14,BA11,BA11,BA14,BA14,BA14,BA11,BA11,BA11,BA11,BA11,BA11
ERR4920384,BA12,BA13,BA12,BA12,BA1,BA12,BA12,BA12,BA12,BA12,BA12,BA12,BA12,BA12
ERR4920385,BA13,BA14,BA13,BA13,BA12,BA13,BA13,BA13,BA13,BA13,BA13,BA13,BA13,BA13
ERR4920387,BA11,BA16,BA15,BA11,BA11,BA15,BA14,BA14,BA11,BA11,BA11,BA11,BA11,BA11
ERR4920388,BA14,BA17,BA16,BA14,BA13,BA16,BA15,BA15,BA14,BA14,BA14,BA14,BA14,BA14
ERR4920391,BA17,BA20,BA19,BA17,BA16,BA19,BA18,BA18,BA17,BA17,BA17,BA17,BA17,BA17
ERR4920392,BA18,BA21,BA20,BA18,BA17,BA20,BA19,BA19,BA18,BA18,BA18,BA18,BA18,BA18
ERR4920393,BA19,BA22,BA21,BA19,BA18,BA21,BA20,BA20,BA19,BA19,BA19,BA19,BA19,BA19
ERR4920440,BA19,BA40,BA21,BA19,BA18,BA35,BA20,BA20,BA19,BA19,BA19,BA19,BA19,BA19
ERR4920394,BA20,BA23,BA22,BA20,BA19,BA22,BA21,BA21,BA20,BA20,BA20,BA20,BA20,BA20
ERR4920396,BA20,BA25,BA22,BA20,BA19,BA22,BA21,BA21,BA20,BA20,BA20,BA20,BA20,BA20
ERR4920444,BA20,BA44,BA22,BA20,BA19,BA22,BA21,BA21,BA20,BA20,BA20,BA20,BA20,BA20
ERR4920395,BA21,BA24,BA23,BA21,BA20,BA23,BA22,BA22,BA21,BA21,BA21,BA21,BA21,BA21
ERR4920420,BA21,BA24,BA23,BA21,BA20,BA23,BA22,BA22,BA21,BA21,BA21,BA21,BA21,BA21
ERR4920443,BA21,BA43,BA23,BA21,BA20,BA23,BA22,BA22,BA21,BA21,BA21,BA21,BA21,BA21
ERR4920445,BA21,BA24,BA23,BA21,BA20,BA23,BA22,BA22,BA21,BA21,BA21,BA21,BA21,BA21
ERR4920447,BA21,BA24,BA23,BA21,BA20,BA23,BA22,BA22,BA21,BA21,BA21,BA21,BA21,BA21
ERR4920397,BA22,BA26,BA24,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920398,BA22,BA27,BA25,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920449,BA22,BA27,BA25,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920399,BA22,BA27,BA25,BA22,BA21,BA25,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920401,BA22,BA27,BA25,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920452,BA22,BA27,BA25,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920454,BA22,BA27,BA25,BA22,BA21,BA24,BA23,BA23,BA22,BA22,BA22,BA22,BA22,BA22
ERR4920400,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920402,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920403,BA23,BA28,BA26,BA23,BA22,BA27,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920405,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920410,BA23,BA31,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920455,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920456,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920457,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920458,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920459,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920460,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920462,BA23,BA28,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920467,BA23,BA31,BA26,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920404,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920406,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920407,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920408,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920409,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920411,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920412,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920421,BA24,BA34,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920422,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920453,BA24,BA34,BA27,BA20,BA19,BA40,BA36,BA36,BA35,BA24,BA24,BA24,BA24,BA24
ERR4920461,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920463,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920464,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920465,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920466,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920468,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920469,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920470,BA24,BA29,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920471,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920413,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920414,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920415,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920423,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920424,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920473,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920475,BA24,BA30,BA27,BA20,BA19,BA28,BA25,BA25,BA24,BA24,BA24,BA24,BA24,BA24
ERR4920425,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920472,BA23,BA47,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920474,BA23,BA47,BA28,BA23,BA22,BA41,BA37,BA37,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920416,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920417,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920418,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920426,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920427,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920428,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920429,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920430,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920476,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920477,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920478,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920480,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920482,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920483,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920484,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920485,BA23,BA32,BA28,BA23,BA22,BA26,BA24,BA24,BA23,BA23,BA23,BA23,BA23,BA23
ERR4920419,BA25,BA33,BA29,BA24,BA22,BA29,BA26,BA26,BA25,BA25,BA25,BA25,BA25,BA25
ERR4920431,BA26,BA35,BA30,BA24,BA22,BA30,BA27,BA27,BA26,BA26,BA26,BA26,BA26,BA26
ERR4920432,BA27,BA36,BA31,BA25,BA17,BA31,BA28,BA28,BA27,BA27,BA27,BA27,BA27,BA27
ERR4920433,BA27,BA36,BA31,BA25,BA17,BA31,BA28,BA28,BA27,BA27,BA27,BA27,BA27,BA27
ERR4920434,BA28,BA37,BA32,BA26,BA23,BA32,BA29,BA29,BA28,BA28,BA28,BA28,BA28,BA28
ERR4920435,BA29,BA38,BA33,BA27,BA20,BA33,BA30,BA30,BA29,BA29,BA29,BA29,BA29,BA29
ERR4920436,BA29,BA38,BA33,BA27,BA20,BA33,BA30,BA30,BA29,BA29,BA29,BA29,BA29,BA29
ERR4920437,BA30,BA39,BA34,BA24,BA22,BA34,BA31,BA31,BA30,BA30,BA30,BA30,BA30,BA30
ERR4920438,BA30,BA39,BA34,BA24,BA22,BA34,BA31,BA31,BA30,BA30,BA30,BA30,BA30,BA30
ERR4920439,BA30,BA39,BA34,BA24,BA22,BA34,BA31,BA31,BA30,BA30,BA30,BA30,BA30,BA30
ERR4920441,BA31,BA41,BA35,BA22,BA21,BA36,BA32,BA32,BA31,BA31,BA31,BA31,BA31,BA31
ERR4920442,BA32,BA42,BA36,BA24,BA22,BA37,BA33,BA33,BA32,BA32,BA32,BA32,BA32,BA32
ERR4920446,BA33,BA45,BA37,BA28,BA24,BA38,BA34,BA34,BA33,BA33,BA33,BA33,BA33,BA33
ERR4920448,BA34,BA46,BA38,BA21,BA20,BA39,BA35,BA35,BA34,BA34,BA34,BA34,BA34,BA34
ERR4920451,BA34,BA46,BA38,BA21,BA20,BA39,BA35,BA35,BA34,BA34,BA34,BA34,BA34,BA34
ERR4920479,BA35,BA48,BA39,BA29,BA25,BA42,BA38,BA38,BA36,BA35,BA35,BA35,BA35,BA35
ERR4920481,BA36,BA49,BA40,BA30,BA26,BA43,BA39,BA39,BA37,BA36,BA36,BA36,BA36,BA36
ERR4920492,BA41,BA55,BA45,BA35,BA31,BA48,BA44,BA44,BA42,BA41,BA41,BA41,BA41,BA41
ERR4920496,BA41,BA55,BA45,BA35,BA31,BA48,BA44,BA44,BA42,BA41,BA41,BA41,BA41,BA41
ERR4920491,BA42,BA56,BA46,BA36,BA32,BA49,BA45,BA45,BA43,BA42,BA42,BA42,BA42,BA42
